image_id,truth_source,label_sources,true_final_date,pred_final_date,correct,method,first_guess,chosen_stage_text,error
582,candidate,existing_300,2025-11-21,2025-01-21,False,highres_1024,OCR 의심,8.39r | 2025 1.21.까자.F1 | With,
591,candidate,incoming_432,2026-07-27,2026-07-27,True,original_512,,20 | U | (자사용기 대비) | 쩍컴 | 지널 | 26.07.27 | 까지 | 데웰푸드(쥐서울시 영등포구 양평로21길25 | 리에틸렌 | 품목보고번호19690086003932,
604,candidate,incoming_432,2026-09-15,NONE,False,original_no_candidate,OCR 의심,"1일 영양성분 기준치에대할비을(%)은 2,000 KCe | 기준이므로게 | 필요에라수 | 고객지원센터 080-024-606 | 수신자요금 부담) | e |  롯데월퓨드 | //ww.lottewellfood.com | ER | 2026.19.15Bi | 까지 | 8800",
612,candidate,existing_300,2026-05-07,2026-05-07,True,original_512,,"업소명및 | 해원면 광혜원신단2길 112 | 013 | 소재지 | 제조원:(주)동방푸드마스타 |  | 충북 음성군 대소면대금로 105 |  | 번길70 |  | 영 | 2026.05.07/A | 까지 |  | 원재료명 | 정제수, CJ마요소스대두유(대",
616,candidate,incoming_432,2026-09-10,2026-09-10,True,highres_1024,,"·반품 및 교환장소:고객상담실 및 구입처 | 본제품은 소비자기본법에 의거 교환 또는 보상. | cm | 소비자중심 | ·부정·블량식품 신고는 국번없이 1399 | 공정거래위원회 | 8고객상담실 080-019-9119(수신자요금부담) | 이기지사진 | hts/w.dsang.coms/,ungnsp.cm12405 | 18:32 | 2026.09.10 | 까지",
629,candidate,incoming_432,2025-09-22,2025-09-22,True,highres_1024,,마이밀 | L:W21115E447E | 25.09.22까지 | 25:44 | 이M이 | OLwZ,
634,candidate,existing_300,2026-02-05,2026-02-05,True,original_512,,포) | 근제조시설에서 | 고 | 2026.02.05 | B3 | 김유나,
637,candidate,incoming_432,2026-06-17,2026-06-17,True,original_512,,지22:37:55L1 | 2026.06.17 | 1,
643,candidate,incoming_432,2026-01-21,NONE,False,original_no_candidate,OCR 의심,"A구 | rand | 주석 | OKcal) |  | 02671.21 | 분말스프중 | 0.6% | KALGUKSU | 7기 | 분스 건다기스트를 개봉하여 넣은 다음 끌는 물을 | 정여 나트소 조젝십오 | 를시한과은  | 1230 | 우로 성에 주의오인한선 소사용 | 신게나다신)보성선분 정체소님 국신),옥수수개옥 | 아,브라질동),규소수지,혼합제제신도조절제.정제 | 이스946%L-글루산나트(8이중전제)고 | 국산)정제소금국선,건정분에이에데스트린열 | 고생분22%/65%(치19%)1 | 영양정보 | BL8 | 총내웅량 164g230kcal | (중국신)신도조젤자더가스프:벌이회일 | 시아센)2때중국선)전당근 2미역,김0크 | 1일 | LE2 120mg 106 %수4g 15%1g1% | 새우최기우을에산을 | 지방 18g3% 랜스지방 0g 방0g0% | 스0mg0%E5g9%",
645,candidate,existing_300,2026-05-13,2026-05-13,True,original_512,,2026-05-13 | LR13303:51 | No Brand | 개 | 대로7길 37(순화동) | 별도표시일까지 | 보 | 원재료명 사과주스,
648,candidate,incoming_432,2026-08-25,NONE,False,original_no_candidate,OCR 의심,"SHAE | 민(하로)밀우유,대두함유 | 방산에스테트 우유분말,대두레시틴,카 | X-UEs 2205 | BIHN | B | (08u0 B | (%78 | 808 | 8 | (%Eu19 h | (% | 8h용 | 10 | 202P083",
653,candidate,existing_300;incoming_432,2027-01-19,2027-01-19,True,original_512,,제조번호 | C08474B | 2027.01.19 | 사용기한:,
658,candidate,existing_300,2026-01-16,2026-01-16,True,original_512,,2026.01.16까지 61?,
663,candidate,incoming_432,2026-02-10,2026-02-10,True,original_512,,25.09.11 | 부터 | 26.02.10 | 까지 | 20:20 A04,
673,candidate,incoming_432,2026-06-02,NONE,False,original_no_candidate,OCR 의심,피해 선늘한 곳 | 공정거래위원회 고시 소비자분쟁해결기준 | 한 또니 환불을 받으실 수 있습니다. | M1026.06.02,
677,candidate,existing_300,2027-08-17,2027-08-17,True,original_512,,조리 | 2027.08.17 | 4분 | e | 까지 | #스마트컨슈머 #한까식사 #폴깃한 맛 | 수 #별치국수 #비빙국수 | N | 노브랜드 | 800 kcal),
678,candidate,existing_300,2026-07-24,2026-07-24,True,original_512,,"옥수수 |  | 탄산나트륨,향신 | 효모추출물 | 변성전분,5'리 | 티드이나트륨, | 카라멜색소,초산 | 추추출물 | 밀,우유,대두,토 | 폴리에틸렌(내포장) | 2026.7.24 | 3210",
682,candidate,incoming_432,2026-01-25,NONE,False,original_no_candidate,OCR 의심,2026.01.2512:427m1U1 | 갈 | 고 부드러운,
684,candidate,existing_300,2026-03-23,2026-03-23,True,original_512,,RICH SOYBEAN PASTSTEW | 2026.03.23 | 03815 193648 | 까지,
686,candidate,incoming_432,2025-10-12,2025-10-NONE,False,original_512,Parser 의심,"우려가 있으니 섭취 시 주의하시기 바랍니나.-실조 | -조리방법:중간불에서 가열 조리 후 섭취 | 영양정보 | 나트륨 600mg 30% | 탄수화물 | 지방4.9g 9% | 트랜스지방 0g | 콜레스테를40mg 13% | 단백 | 1일 영양성분 기준치에 대한 비을(%)은 2,000kcal 기준이므로 | 81180914811793278 | 제조일자 | 소비기한 | 2025.10.032025.10.12까지 | 반품 및 교환처:구입처 및 제조원",
690,candidate,existing_300,2025-10-11,2025-10-11,True,original_512,, | BR8K9 | 메가피자불고기버 | 2025.10.08.01시 부 | 2025.10.11.22시까지 | 880106892402222211 | 세은/1/F1/C35 | AY |  | 5u0007 |  | )248-68 | buZ13 | 0081 |  | ods | 0094 | 60088. |  |  | 00Z1,
694,candidate,existing_300,2026-09-01,NONE,False,original_no_candidate,OCR 의심,"1.400 | 착한 카카오 | 프로젝트 | 지속 가능한 상생을 위한 | 70 | SUSTAINABLE CACAO 사용 | T |  |  | 122892901088 | 029E0098006961 | o름 | 기여 |  | MOE, E  | % 868 | %0016S1 | 22IZ | 현 | %2 | %6",
697,candidate,incoming_432,2025-10-07,2025-10-07,True,original_512,,2025.10.07 151B3S | YOZM,
703,candidate,incoming_432,2026-01-25,2026-01-25,True,original_512,,흔들어 | 소비기한 | 드세요! | 2026.01.25 16:468 | 부담 없이 맛있는 초코우유,
707,candidate,existing_300,2026-08-19,2026-08-19,True,original_512,,"2026.08.19 B | 고번호 202201081217원재료 및 합량 프락토을리고당.분리대 | 뉴메일,일,고등어,게,새우,돼지",
715,candidate,existing_300;incoming_432,2026-06-26,NONE,False,original_no_candidate,OCR 의심,영양정보 | 10% | 820g 20% | 탄수화을 34g | 나트 130mg 7% | 영A% |  | 트랜스지방 | 0g | 지방 10g 19% | 레스테를 Omg 0% | THER | EXP:2606-2026,
719,candidate,incoming_432,2026-04-04,2026-04-04,True,original_512,,~름 | 2026.04.04  | 102771 01:57 LJH | 흔들어 드세요! | Shake it!,
722,candidate,incoming_432,2026-08-04,NONE,False,original_no_candidate,OCR 의심,,
725,candidate,existing_300,2026-04-16,2026-04-16,True,original_512,,26.04.16까지 09:20,
726,candidate,existing_300,2026-09-16,2026-08-16,False,original_512,OCR 의심,2026. 08. 16까지 | 1858NC-1,
729,candidate,existing_300,2026-01-07,2026-01-07,True,rotation_270,,"태듬뿐해장국 조리방법 |  | 소비기한 | !장국 | 04:55 B | 2026,01,07 | W | N | 부드러운식 | 두부를더해 | 고소한 황태 | 한번볶아내 | 맛을 낸 구수한 국물 | 사골육수와들기름으로 | 불",
735,candidate,incoming_432,2027-01-12,2027-01-12,True,original_512,,"영양정보 | 탄수화물72g 22% | 당류 1g 1% | 4E를 Omng 0% | 알로스 Ng | 지방 | 0g | 0% | E랜스지방 O | 지방 0g 0% | 클렉스를Omg | 0% | E 0g 0% | 물로스·내용량.485g | ·소비기한·별도표기일까지 | 전북 익산시삼기면 백제1로 16·유통전문판매원(주) | 마이노멀컴퍼니,서울시 강남구 강남대로 502,6층 | 비올배당체,나한과추출분말(중국산·포장재질·응기- | 플리에틸렌테레프탈레이트,뚜껑-폴리프로필렌 | 2027.01.12.H | H으영 | 닫아 서늘한 곳에 보관하세요. | 을닫아주세요 | KIo | 교유의 | 드셔도 | 좋습니다. | 끄 | 신고는 | 따른 | 소비자 |  | 따라 | 교환 | 또는 | HACO | 02-6747-2300",
740,candidate,incoming_432,2026-07-23,2026-07-23,True,original_512,,2026.07.23. | 커 | The | PlantEat | 본 제품은 더플랜잇의 데이터 기반 | 푸드테크가 적용되었습니다 | 영양정보 | 총내용량45g | 자 | 200kcal | 리에틸렌(내면) | 총 내용량당 | 1일88성뿐 | 기준지에대한 비 | 13 % | 나트륨265 mg | 10 % | 탄수화물31g | 10%,
749,candidate,existing_300,2026-01-21,NONE,False,original_no_candidate,OCR 의심,202602 가지스31 | 의 맛을 살린 | 엇국 | ed Pollock Soup | g[10g(32 kcal)X5개] MUJI ],
752,candidate,incoming_432,2026-07-09,2026-07-09,True,original_512,,"mg,널러프린영산염(P)-10m로 | 니라민말레산염(P)-25m무 | 물-300mg | 시트르산나트륨수물,시트르산수화물,연 | H1121,에데트산나트륨수화물,에탄을 | 수프락토올리고당,프로필렌글리클[병상 | 연노랑의 투명한액제[효능·효감기제증 | 여러증상곳물,코막힘,제체기,인휘목구 | 기침가례,오한춤고떨리는증성)발열두통 | 질통,근육통의완화 | 제조번호/사용기한(연월일) | 20060/26.07.09",
762,candidate,incoming_432,2026-08-02,2026-08-02,True,original_512,,"088608 | Butter Cookies | 크 버터쿠키 | 리스 | élice | 1,000 | 20260802 | 바삭한식감 | .CRISP. | 풍부한 | •BUT | S",
763,approved,existing_300,NONE-11-12,NONE,False,original_no_candidate,OCR 의심,240mL/195kcal | 위해 | 원유78%매론 | #뜰먹 | 7g8%27g27% | 4.5g30% | 농추과집고형분 | 6g11% | 65%)0.1% | 있니다 | 22.000 kcal | 11. 120트시F로 | EF,
770,approved,incoming_432,2030-04-NONE,NONE,False,original_no_candidate,OCR 의심,HEWD,
775,candidate,existing_300,2025-12-17,2025-12-17,True,original_512,,8.04 | 25.12.17 |  | ela | (감미) | ESP,
777,approved,incoming_432,2026-03-NONE,NONE,False,original_no_candidate,OCR 의심,"date lg | 2% | S | ( | Fber 0g | 0% |  | pan 5g |  H 5 | SemsSg Added Sugans | 10% | 을하고온도 | L |  | 시 | 교정소구입 | W4.00 | 10% | Calcium 11mg 0% | 그한또는 보상을수의0 | Potas. 34mg 0% | 1399 | 080-215 | Ihow nudantiert in | 영양정보 | 100g9 559kcal | 9512 | 나트428mg | 1Y | 만수599 | 당53.69 | 185 | NCENTRATE, SOY LECTHIN (AN | 54% | 1, NATURAL AND ARTIRCAL | 지방 33.79 | 62% | PPERMNT OL, COLORS ADDED | 트렌스지방0g | AKE, BLUE 1LAKE), | 포화지방30.49 | 03% | CT CONTAINS MILK AND SOY | 레스테2mg | 1% | 단백질59 |  | K26560-14C23F | 2t | 소비기한: | 20203 | ANDES CANDUES | DELAVAN, WI53TISESA | OTR,LLC | www tootoie.com | 10-26560-K0R01 PP",
778,candidate,existing_300,2026-06-22,2026-06-22,True,original_512,,연세우유 |  | 8 | 09 | M4 | Biscoff | Lotius | 2026 06 22 0,
789,approved,existing_300;incoming_432,NONE-12-19,NONE,False,original_no_candidate,Parser 의심,± | 1+1 | 2+1 | 2.306 | 2.300 | 2.300 | 00 |  | CAIEX | 101 | 1a7 | 1o1 | 12.19 D1758 |  | 운플레 | 0O배,
795,candidate,incoming_432,2026-07-14,NONE,False,original_no_candidate,OCR 의심,Endak |  | SPICY |  | 오에스,
803,candidate,incoming_432,2026-09-13,2026-09-13,True,original_512,,TA | 쌀56% | 함유 | Mil | CLASSIC | 쌀 | 2026/09/13 | 쌀과자 | Chef Kim | 입인에서 사르르,
811,candidate,incoming_432,2026-03-31,2026-03-31,True,original_512,, |  | ( |  |  |  | ( |  |  | 26.03.31 | B/10 20 |  | 10 |  | C5 | ub. |  |  |  |  |  |  | ( |  |  | -,
820,candidate,existing_300,2026-05-18,NONE,False,original_no_candidate,OCR 의심,W5.000 |  | 230 |  | N-X | LOLLSO | ne |  n  |  | SSS SI-18 | e | LAIONICOIOND | SpRS MSMRE  SNRINS | unpe | unipos | TOOT WON VONAOIS MEI ODI | poo6 | WERINBDBSOMSSNAUS | sebns- |  | req |   | (IH%LL) | b 06 | aepyoqe | pain- | UMIS ISNBBSSS RSWN   | bug6 |  | uaa | U ME MA | b60 | b60 |  | bu009 | 661 | b059 | 609 | 687 | SHCED0 | 6∠1 | :A2D·AN |  | 609 | E | easu | NNLINN,
824,approved,incoming_432,NONE-12-18,2018-12-10,False,original_512,Parser 의심,"0 | DOFXD | 바uu | 우유 | 앗위 | MPR | 비요 | 비요또 |  | 12.18. 10:41 | F5 | 까 | 12.06. 10:41 | OaW | 세 | 산선함의 기준, | 제조일자 | 를 확인하세요! | )서울우유 | 서울우유",
832,candidate,incoming_432,2026-07-16,2025-07-NONE,False,clahe,OCR 의심,"41 14:12 | PR30:15,07.2025 | 0310078 | EF:1E..CU7.2UCE | 영영정보 | 거고환는 보성을수니다",
839,candidate,incoming_432,2026-01-03,2026-01-03,True,original_512,,SEVEN | 건강한닭이낳은 | Farm | 달걀 | 세븐팜 |  | 중광규리 | 용판 | CD | 세븐담이 선정한 깨끗한 농장에서 | 1등 | 대란 | 정성들여키운닭이낳은 | 중란 | 소만 | 신선한계란입니다 | 촉산물평가원 | 2025.11.26 | 등급판정일자 | '2026.01.03 | 소비기한: | 000 |  | TOT | TOT | beo | 개직한 환경 | 세척 | 실균 | 검란 | Gak aeleton | 선별포장 | 1117503 | 내용량:특란/4구(240g)원산지: | 식품유형:시요라 O~10‘C 냉장보 | ·축산물” | 통과한신선한계란입니다,
843,candidate,incoming_432,2026-06-17,2026-06-17,True,original_512,,보상 받을 수있습니다 | ·부정·불량식품 신고는 국번없이 1399 | ·직사광선을피해건조하고서늘한 곳에 보관 | 영양정보 | 총 내용량90g  562 kcal | 나트륨15mg | 1% | 탄수화물39g | 12% | 당류29g | 29% | 지방42g | 78% | 트랜스지방0g | 포화지방22g | 145% | 콜레스테롤9mg | 3% | 단백질7g | 13% | 1일영양성분 기준치에 대한 비율(%)은2.000 kcal 기준이므로 | 개인의 필요 얼량에 따라 다를 수 있습니다 | 소비기한 | (일-월-년 순까지) | 17.06.2026 | F6:32 02 | L203K06UKC | 8801121=044087,
844,candidate,incoming_432,2026-03-07,2026-07-03,False,original_512,Parser 의심,ROCHR | HERRRO | ROOHR | 70iu | 201 | 03 07 2026 | L260KBB-J0 11:09 | 소비기한(일-월-년 순 까지) | FERRERO | ROCHER,
845,candidate,existing_300,2026-06-17,2026-06-17,True,original_512,,당류29g | 29% | 지방 | 트랜스지방0g | 포화 | 콜레스테롤9mg | 3% | 단백 | 1일영양성분 기준치에 대한 비율(%)은2 | 개인의 필요 열량에 따라 다를 수있습니 | 소비기한 | (일-월-년 순 까지) | 17.06.2026 | L203K06UKC | 16:3202 | 8,
848,candidate,incoming_432,2026-05-21,NONE,False,original_no_candidate,OCR 의심,2105 202 | POOCCE | 2A8KBBNHX,
850,candidate,incoming_432,2026-08-09,2026-08-09,True,original_512,,완구원산지:중국 | L286K11-16 | R13 10 2025 | E09 08 2026 | 초코비,
851,candidate,incoming_432,2026-08-09,2026-06-30,False,original_512,OCR 의심,246K11-15 | P03 09 2025 | E 30 06 2026,
853,candidate,existing_300;incoming_432,2026-09-24,2026-09-24,True,original_512,,L27 |  26.09.24 | 월25.09.25,
859,candidate,incoming_432,2021-10-20,NONE,False,original_no_candidate,OCR 의심,,
862,candidate,incoming_432,2021-10-22,NONE,False,original_no_candidate,OCR 의심,A consommer de preMerenco aant le/ | Consumir preferentemente antes del/ | Best betoxe | Aconsumir de preferincia antes de | 35-239-001 | 22:18:2829 | Poids neti | 125g,
864,candidate,incoming_432,2023-03-04,2023-03-04,True,original_512,,art/fe | 0m91 | Detary fiber/Davon Balrasle | 99 36 | 2191 | 6954 | ainA | Jme 5% | 229 4% | Jmg 15 | brwoRal | S68kc623 | lemise Houdar Tow Sa larten Iah | Bet belon +Kedeces Rea Bs | Bist Fe U | BEST BEFORE:04/03/2023 | BATCH : 3751 | 8690777/125215 | seGece-NeAgr | MerMoge.Pad | e 400g | M,
877,candidate,incoming_432,2023-04-03,NONE,False,original_no_candidate,OCR 의심,Sera | SADE | HELVA | SUBE SESAMPASTE | TRADITIONAL HELVA | Nemogowicht:,
879,candidate,existing_300,2021-05-11,2021-05-11,True,original_512,,"품생법에의한 한글시사항 | 영양정보 | UB 1750 | CHEESE DIP | PROOUCED AND PACCED IN BEILGIUM | Ingredients: Nacho chips chil favor com four tehom | FOR EL SABOR MEXCAN FOODS S.A. | Fance& IRalyL vegetable ol (ouin),cmndment (debydated | 입 (%) | 1000 | NACHO CHIPS CHILI FLAVOR | tomuto powder,piprka powder,toeted onion powdet,salt,s | (R8) | 2 | PRODUCED AND PACKED BY | detrose, favr ehunor monesodum gutanate,antaling | 2.400m0 | 120% | EL SABOR MEXCAN FOODS SA | sgets magneaun arbonute, slicon deide, aodtyrglator | 23% | KOKOINIA,INOFITA VIOTIA | otric aod, malc aod, color puprka etac, fevoring, antood | MEOCAN FOODS SA | PC 32011, GREECE | a-tocgheollwte.Cotuistaces ofgten Mayct | TE.: 02M29-6088 | 3% | Tet: +30 22620 31020 | trosofmikandoeley Netweight Bge | 3 | 67% | 85a, 소스 90g, 1,155 kca) | 트스기방0 | +3022620 31188 | Cheese dig: Wts,vegetabie ol (apesed ol.cocontal) | +30 22620 31333 | heese(lmodled muoe stach wheat four, finoring | 유형:기자(용황처리제용) | 16 | 93% | Fax +3022620 31695 | Emait infogebsabor.gr | (ontainsmilk,faorenhancer B2,E31,mllprotelinot | (유전지변육수수 기능성 없)(식물성기( | 레스데Omo | 0% | 단백질100 | 18% | Web site: www.elsabor.gr | otact aidtyngdter sodun phesphate, at dcadd | - | ateitant asbiaod Netwegt 9oge.Rep inolads | 01 | place Betbeore see an padage | RRB:A(M2M) | NACHO N' DIP | 최기추출액소제이인선나용구연신비타인C천연무유항 | TOTAL NET WEIGHT: |  | 175ge | 표시일적지 (일는법 일//년 순) | ④ | 본(나연플리프로틸(용기0 | 는구입처 | 87:PP | BEST BEFORE: | 하고서한에보 | PR0D.DATE: 15/07/2020 | LOT | EXP.DATE:11/05/2021 | 2번이1399 | 0720 W 177",
880,candidate,incoming_432,2021-05-11,2021-05-11,True,original_512,,"CHESEDP | hgdests lade digs di tane on fou sn | 병에 의한 반글요시사항 | 영양정보 | 0150 | PRCOUCED AND PAOED IN BELGM | fanoltalege al inl ondet(htad | mge 650kc8 | FOR EL SABOR MEUCAN FO0OSSA | ped | ( |  | 1SEY | MC0 CHIPSOUFUAVOR | tetne, fan elnor nocodan pan atcin | PRCOUCED ANO PAOED BY | gt rapein ahate,slo toik d ml | 8 | 5R2.40m0 | 120% | BLSA8OR MEDCAN FO00SSA | tod maot alr pp etatfomg od | 70 | 23% | ROKONA, NOFTA VOTA | a-bopel we Gtims tasge eyon | ICAN FO00SSA | 3% | KC32011,GREECE | tasdnadaen Setwegt ge. | BL:0229-088 | 67% | Tet +302262031020 | 5 Y2 | +30226203118 | Dheee dig: W,egtbeolipeedoloontol | 14-3 | 트ATMU) | +302262031333 | deeelNmoded az sad shet fou amg | 6g A스 90g U155 kcal | Far+302262031605 | (ontisnilk aw etacr ( BBt alptain ot | 자( |  | 93% | Emat inlboetabor g | tbls onta gngg gnor antn,ppl | 재번형 수수 모 기성있)/ | 레스OmG | 0% | Web ste ww eluborgr | t ad lr dan phepm,aot tat | 일 | 단100 | 18% | atotat aotxat eege tge lenealal | -니트이그4이신규소-시신구인 | plan betbeme se opdag | 2 0.0198 | :A스(일) |  | 기재요이지지우우 정제소대두육 유신군역 | NACHO N' DIP | 8RUU5-구 | 5-0 | TOTAL NETWEGHE: | C | 175ge | 1081 | RAS지(W년신) | 04S8기) | U | B | BEST BEFORE | 7U | PR0D.DRTE:15/07/2020 | 2 | EXP.DRTE:11/05/2021 | 2시소기교수 | LOT 0720 W 177 | 520217510198311 | Reeo 1200",
892,candidate,incoming_432,2022-02-07,NONE,False,original_no_candidate,Parser 의심,.paoA wwA mo | BEST H Used By | Betty | SuperMoist. | 07FEB2022 PV  07:17  2 | Crocker | CAKE MIX | Chocolate,
893,candidate,existing_300,2022-02-07,NONE,False,original_no_candidate,Parser 의심,paay l mah | SuperMoist. | Betty | BEST WUsed By | CAKE MIX | Crocker | Chocolate | Pudge | O7FEB2022 PV 07:17 2,
901,candidate,existing_300,2021-11-01,2021-11-01,True,original_512,,22V0 | OPN | O | 0pe  |  | EEKS |  |  |  | 830 | 8% |  | 08811 |  | endot hais et see | Best beore:/a consommer de grelesnot ivant ic /A |  | DD/MM/YYYY | 01/11/2021 | Cortins 10 pacages/Contient1 | Paichowywatw | homisuhom | www.misara.com |  concuma de preleret lainde de /Malepe spobt | und rocen lagem | prant /Nabole upoelebl doc/Noiran uponabeo | L210273 1 | 10 pikranga1Eetae 10 Pacunom] | cha ox dpooupd ca | 종 | omdc | e | ee 10 qy,
905,approved,incoming_432,2022-01-NONE,2022-01-NONE,True,original_512,,"[저통콩 초코크적커 비스첫 원선지]인도시아]식품 | 00인터44일 022008-860 서울특별시 중 | UBM | EXP:01.2022 | 모정자를 | 플리으로 우기 제능의 별도 보기원 | BP.1.510 2 |  우수 | 원 | E도보존로 우수내종선 등위 문선수소영오호, 단신수 | ( |  | 부 | 22",
907,approved,existing_300,2022-01-NONE,2022-01-NONE,True,original_512,,UBM | 내용량 | EXP:01.2022 | BP.1.20702,
909,candidate,existing_300,2021-09-20,2021-09-20,True,original_512,,초골바 | No Brand | 20-09-2021,
910,candidate,incoming_432,2021-09-20,2021-09-20,True,original_512,,20-09-2021,
912,candidate,existing_300,2022-05-05,2022-05-05,True,original_512,,Nestl6. | Nesquil |  | 2 |  | 데스 | 인도EV | 영양정보 |  | A |  | Ftie. | 02 | 45 |  | JT |  | 2-0-1 | 습레에게 이이기 하세 | 11 | RAE | 2 주/ 시 | DEAESA | BA33 | A | P | DI |  |  | 2022.05.05 | 03003657 | 0754 | 1,
913,candidate,incoming_432,2021-10-19,NONE,False,original_no_candidate,Parser 의심," | 피P | 36 gl19o kcal, | VG | 스 | 아이밀 | 남남 | 8180115711550545 | 매HA웨하스 | 유통기한 |  | 요구르트 | 2921·20-18 | 까지",
916,candidate,incoming_432,2022-06-06,2022-06-06,True,original_512,,"원재료명 | W | 및섭취방법 | 권장향 | 1일1회 | 경우 | SA | NA | 2영법 | 내용물의질은 | LESAFS | 폴리에일렌(PE) | 고객상담실 | 구입처 및고객상담실 | 연구및개 | 전문 | (주)함소아제약 | 16/13-16 | 제조원 | 총내용100 g(10 g × 10포) | 663127-16 | 영양정보 | 부기준치에대한비을 | 1포당 | 총내용량당 | 4 | 1.5 | 0% | 15 mg | 1% | 20g | 1% | E수 | 2g | 2% | 20g | 6% | 8 | 2g | 20% | 복승아, 토마토,아황산류호 | zB | 0g | 0% | 0g | 0% | 트스지방 | 0g | 0g | 전복,통합포함)잣등을원 | P | 0g | % | 0g | 0% | 사용한제품과 같은 제조시 | Omg | 0% | Omg | 0% | 제조되었습니다.※부정·불영식 |  | 0g | 0% | 0g | 0% | 신고는국번없이1399 | C | MIEC | 1.7mg | 2% | 17mg | 17% | www.hamsoamall.com | www.hamsoapharm.com | BFB1 | 0.079mg | 7% | 0.78 mg | 65% | one | HEF민B2 | 0.099 mg | 7% | 0.99 mg | 71% | AFB60.081mg | 5% | 0.81 mg | 54% | 생분 기준은 200기준이으로개의 요당에 따라를 수있습니다 | 2022. 06. 06 B",
919,candidate,incoming_432,2022-03-11,2022-03-11,True,original_512,,"3.150 | 300 | 리얼슬라이스 | 생생대파 |  |  | 다시다 |  | 2 |  |  |  | 28-018 | 48 | 명 | 해고리일슬리이스병행 | 209 |  | 유기한 | 2-2 | 모 | 2어PE) | 22000553006 | 하 | MEO | BR영 | 민대짜 97%(국선),음리28 | 제조 | 실은보리(직사공선을피해시하고전조한 애일계보) | 신문관매일 | (주)에연디 청계공장/전당 무연근 청개연 청개공단일지 | 28 | ·이제용은일,대,아로, 소고기새우,조거)우유를사용한 과은 | 보방을 수있습니다가 널우니봉사용시 | 추는 가적리사용하시고장기보시질 일봉하여명 | 09248% 080-900-6033(06) | 장·동보전하여 주섭시오 부정-광식용 신고는 국변이 | 4199 | 2022.03.11",
920,candidate,incoming_432,2022-03-11,2022-03-11,True,original_512,,3.150 | 300 | 3e | 리얼슬리이스 | 생생대파 | F | 4시다 |  |  |  |  | 제 | 일이스대 | H | 209 |  | NBR | 220 |  |  | (P) | 대 97%(). | R420500 |  | MeTE | 제 | 은(지사피해시하건한에보) | (사/시125 | (/ | 보성받을수입습니다모장지가밝카우니개봉및사용시 | 추의하시기바니다.동겁건조제용은 습기에약하으개 | 장통보관하여 추십시오 부성 불량식용 신고는 국면이 | 에는가급적방리사용하시고장기보관시질일봉하에냉 | 1099288080-900-6133(17 | 0 | 2022.03.11,
922,candidate,existing_300,2022-02-26,2022-02-26,True,highres_1024,,RIG로 | PAPER | 쌀가루40% | 라이스페이지 | EXP:2022/02/26 AU,
933,candidate,incoming_432,2021-05-26,NONE,False,original_no_candidate,OCR 의심,,
949,candidate,incoming_432,2021-10-24,2021-10-24,True,original_512,,80 | nx | Eners! | Toeal fat | -Tran tat | 08 | Bost Bofore Date: 24/10/2021,
953,candidate,incoming_432,2021-02-05,2021-02-05,True,original_512,,B0 | 태지고개알동심살) 90.33% | 는햄등심 | 100%국산 등심 | 촉촉하고 담백한 | BEER&P | ER |  | 21.01.07 | 융육 | 8-801037-869629 | 21.02.05,
954,candidate,existing_300,2021-02-05,2021-02-05,True,original_512,,기(알동심살)90.33 % | 100%국산 등심 | 는햄등심 | 하고담백한 | ER | BEER&PL | 부터 | 지 | 21-01·07 | 0A1 | 21.02.05 | 8801037-880629,
955,candidate,incoming_432,2022-01-25,2022-01-25,True,original_512,,"달용한 선품이 기록! | facebook. | 롯데제과 | 22,01.25 22151 | 까지 | ome e | X3",
957,candidate,existing_300,2021-02-22,2021-02-22,True,original_512,,0 | 영양정보 |  | C |  | LEB 1ng 1% | 5 |  | CACV | ND | - | ER00m 0% | So0ng28 |  |  |  |  | E |  |  | 21.02.22 |  | 8- |  | RAAG | 8801114-139844,
