image_id,image_path,image_paths_json,sources,source_record_ids,source_record_count,existing_300_records_json,existing_300_raw_year,existing_300_raw_month,existing_300_raw_day,existing_300_raw_final_date,existing_300_raw_file_name,existing_300_raw_notes,existing_300_raw_Unnamed: 7,existing_300_canonical_year,existing_300_canonical_month,existing_300_canonical_day,existing_300_canonical_final_date,incoming_432_records_json,incoming_432_raw_year,incoming_432_raw_month,incoming_432_raw_day,incoming_432_raw_final_date,incoming_432_raw_file_name,incoming_432_raw_notes,incoming_432_raw_Unnamed: 7,incoming_432_canonical_year,incoming_432_canonical_month,incoming_432_canonical_day,incoming_432_canonical_final_date,candidate_year,candidate_month,candidate_day,candidate_final_date,year,month,day,final_date,review_reason,review_status,previously_visually_reviewed,prior_review_decision,reviewer,review_note,master_eligible
1938,C:\Users\jsw58\Desktop\itda-ocr\data\001938.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001938.jpg""]",incoming_432,incoming_432:256,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:256"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 256, ""image_id"": ""1938"", ""raw"": {""image_id"": ""1938"", ""year"": ""2021"", ""month"": ""3"", ""day"": ""NONE"", ""final_date"": ""2021-03-NONE""}, ""canonical"": {""year"": ""2021"", ""month"": ""03"", ""day"": ""NONE"", ""final_date"": ""2021-03-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2021,3,NONE,2021-03-NONE,,,,2021,03,NONE,2021-03-NONE,2021,03,NONE,2021-03-NONE,,,,,partial_none,pending,false,,,,false
1953,C:\Users\jsw58\Desktop\itda-ocr\data\001953.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001953.jpg""]",incoming_432,incoming_432:263,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:263"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 263, ""image_id"": ""1953"", ""raw"": {""image_id"": ""1953"", ""year"": ""2021"", ""month"": ""10"", ""day"": ""NONE"", ""final_date"": ""2021-10-NONE""}, ""canonical"": {""year"": ""2021"", ""month"": ""10"", ""day"": ""NONE"", ""final_date"": ""2021-10-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2021,10,NONE,2021-10-NONE,,,,2021,10,NONE,2021-10-NONE,2021,10,NONE,2021-10-NONE,,,,,partial_none,pending,false,,,,false
1955,C:\Users\jsw58\Desktop\itda-ocr\data\001955.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001955.jpg""]",existing_300,existing_300:236,1,"[{""source_record_id"": ""existing_300:236"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 236, ""image_id"": ""1955"", ""raw"": {""file_name"": ""001955.jpg"", ""image_id"": ""1955"", ""year"": ""2021"", ""month"": ""10"", ""day"": ""NONE"", ""final_date"": ""2021-10-NONE"", ""notes"": ""일 없음, 영어 10월 -> OCT로 표기, 그리고 소비기한 글씨랑 다른 글씨랑 겹쳐져 있음"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""10"", ""day"": ""NONE"", ""final_date"": ""2021-10-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2021,10,NONE,2021-10-NONE,001955.jpg,"일 없음, 영어 10월 -> OCT로 표기, 그리고 소비기한 글씨랑 다른 글씨랑 겹쳐져 있음",,2021,10,NONE,2021-10-NONE,[],[],[],[],[],[],[],[],[],[],[],[],2021,10,NONE,2021-10-NONE,,,,,partial_none,pending,false,,,,false
2034,C:\Users\jsw58\Desktop\itda-ocr\data\002034.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002034.jpg""]",existing_300,existing_300:241,1,"[{""source_record_id"": ""existing_300:241"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 241, ""image_id"": ""2034"", ""raw"": {""file_name"": ""002034.jpg"", ""image_id"": ""2034"", ""year"": ""2020"", ""month"": ""12"", ""day"": ""17"", ""final_date"": ""2020-12-17"", ""notes"": ""거꾸로, 그리고 글씨가 다른 것에 비해 작고 귀여움(?)"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2020"", ""month"": ""12"", ""day"": ""17"", ""final_date"": ""2020-12-17""}, ""review_reason"": [""ambiguous_date_order""], ""details"": [""Existing date_parser README documents order ambiguity""], ""format_changes"": []}]",2020,12,17,2020-12-17,002034.jpg,"거꾸로, 그리고 글씨가 다른 것에 비해 작고 귀여움(?)",,2020,12,17,2020-12-17,[],[],[],[],[],[],[],[],[],[],[],[],2020,12,17,2020-12-17,,,,,ambiguous_date_order,pending,false,,,,false
2051,C:\Users\jsw58\Desktop\itda-ocr\data\002051.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002051.jpg""]",incoming_432,incoming_432:283,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:283"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 283, ""image_id"": ""2051"", ""raw"": {""image_id"": ""2051"", ""year"": ""NONE"", ""month"": ""4"", ""day"": ""14"", ""final_date"": ""NONE-04-14""}, ""canonical"": {""year"": ""NONE"", ""month"": ""04"", ""day"": ""14"", ""final_date"": ""NONE-04-14""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",NONE,4,14,NONE-04-14,,,,NONE,04,14,NONE-04-14,NONE,04,14,NONE-04-14,,,,,partial_none,pending,false,,,,false
2055,C:\Users\jsw58\Desktop\itda-ocr\data\002055.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002055.jpg""]",incoming_432,incoming_432:284,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:284"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 284, ""image_id"": ""2055"", ""raw"": {""image_id"": ""2055"", ""year"": ""2021"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2021-12-NONE""}, ""canonical"": {""year"": ""2021"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2021-12-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2021,12,NONE,2021-12-NONE,,,,2021,12,NONE,2021-12-NONE,2021,12,NONE,2021-12-NONE,,,,,partial_none,pending,false,,,,false
2062,C:\Users\jsw58\Desktop\itda-ocr\data\002062.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002062.jpg""]",existing_300,existing_300:91,1,"[{""source_record_id"": ""existing_300:91"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 91, ""image_id"": ""2062"", ""raw"": {""file_name"": ""002062.jpg"", ""image_id"": ""2062"", ""year"": ""2023"", ""month"": ""02"", ""day"": ""NONE"", ""final_date"": ""2023-02-none"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2023"", ""month"": ""02"", ""day"": ""NONE"", ""final_date"": ""2023-02-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""final_date""]}]",2023,02,NONE,2023-02-none,002062.jpg,,,2023,02,NONE,2023-02-NONE,[],[],[],[],[],[],[],[],[],[],[],[],2023,02,NONE,2023-02-NONE,,,,,partial_none,pending,false,,,,false
2063,C:\Users\jsw58\Desktop\itda-ocr\data\002063.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002063.jpg""]",incoming_432,incoming_432:285,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:285"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 285, ""image_id"": ""2063"", ""raw"": {""image_id"": ""2063"", ""year"": ""2023"", ""month"": ""2"", ""day"": ""NONE"", ""final_date"": ""2023-02-NONE""}, ""canonical"": {""year"": ""2023"", ""month"": ""02"", ""day"": ""NONE"", ""final_date"": ""2023-02-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2023,2,NONE,2023-02-NONE,,,,2023,02,NONE,2023-02-NONE,2023,02,NONE,2023-02-NONE,,,,,partial_none,pending,false,,,,false
2152,C:\Users\jsw58\Desktop\itda-ocr\data\002152.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002152.jpg""]",incoming_432,incoming_432:296,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:296"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 296, ""image_id"": ""2152"", ""raw"": {""image_id"": ""2152"", ""year"": ""2019"", ""month"": ""7"", ""day"": ""11"", ""final_date"": ""2021-07-19""}, ""canonical"": {""year"": ""2019"", ""month"": ""07"", ""day"": ""11"", ""final_date"": ""2019-07-11""}, ""review_reason"": [""component_final_mismatch"", ""ocr_visual_review""], ""details"": [""Previously visually inspected; no confirmed decision supplied; retain pending""], ""format_changes"": [""month"", ""final_date""]}]",2019,7,11,2021-07-19,,,,2019,07,11,2019-07-11,2019,07,11,2019-07-11,,,,,component_final_mismatch;ocr_visual_review,pending,true,이미지에서 19.06.12와 19.07.?? 확인. 소비기한의 일자가 불확실함. 11일과 19일 중 하나를 추측하지 말 것.,user,2026-09-23 사용자 제공 기존 이미지 판독 결과 기록. 이미지에서 19.06.12와 19.07.?? 확인. 소비기한의 일자가 불확실함. 11일과 19일 중 하나를 추측하지 말 것. 최종 정답 미확정; pending 유지.,false
2159,C:\Users\jsw58\Desktop\itda-ocr\data\002159.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002159.jpg""]",incoming_432,incoming_432:298,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:298"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 298, ""image_id"": ""2159"", ""raw"": {""image_id"": ""2159"", ""year"": ""NONE"", ""month"": ""4"", ""day"": ""13"", ""final_date"": ""NONE-04-13""}, ""canonical"": {""year"": ""NONE"", ""month"": ""04"", ""day"": ""13"", ""final_date"": ""NONE-04-13""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",NONE,4,13,NONE-04-13,,,,NONE,04,13,NONE-04-13,NONE,04,13,NONE-04-13,,,,,partial_none,pending,false,,,,false
2217,C:\Users\jsw58\Desktop\itda-ocr\data\002217.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002217.jpg""]",incoming_432,incoming_432:308,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:308"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 308, ""image_id"": ""2217"", ""raw"": {""image_id"": ""2217"", ""year"": ""2023"", ""month"": ""5"", ""day"": ""NONE"", ""final_date"": ""2023-05-NONE""}, ""canonical"": {""year"": ""2023"", ""month"": ""05"", ""day"": ""NONE"", ""final_date"": ""2023-05-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2023,5,NONE,2023-05-NONE,,,,2023,05,NONE,2023-05-NONE,2023,05,NONE,2023-05-NONE,,,,,partial_none,pending,false,,,,false
2265,C:\Users\jsw58\Desktop\itda-ocr\data\002265.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002265.jpg""]",incoming_432,incoming_432:314,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:314"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 314, ""image_id"": ""2265"", ""raw"": {""image_id"": ""2265"", ""year"": ""NONE"", ""month"": ""3"", ""day"": ""5"", ""final_date"": ""NONE-03-05""}, ""canonical"": {""year"": ""NONE"", ""month"": ""03"", ""day"": ""05"", ""final_date"": ""NONE-03-05""}, ""review_reason"": [""ambiguous_date_order"", ""partial_none""], ""details"": [""Unknown year; swapping month/day gives another valid date (candidate only)""], ""format_changes"": [""month"", ""day""]}]",NONE,3,5,NONE-03-05,,,,NONE,03,05,NONE-03-05,NONE,03,05,NONE-03-05,,,,,ambiguous_date_order;partial_none,pending,false,,,,false
2278,C:\Users\jsw58\Desktop\itda-ocr\data\002278.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002278.jpg""]",existing_300,existing_300:100,1,"[{""source_record_id"": ""existing_300:100"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 100, ""image_id"": ""2278"", ""raw"": {""file_name"": ""002278.jpg"", ""image_id"": ""2278"", ""year"": ""2023"", ""month"": ""07"", ""day"": ""NONE"", ""final_date"": ""2023-07-none"", ""notes"": ""JUL2023"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2023"", ""month"": ""07"", ""day"": ""NONE"", ""final_date"": ""2023-07-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""final_date""]}]",2023,07,NONE,2023-07-none,002278.jpg,JUL2023,,2023,07,NONE,2023-07-NONE,[],[],[],[],[],[],[],[],[],[],[],[],2023,07,NONE,2023-07-NONE,,,,,partial_none,pending,false,,,,false
2281,C:\Users\jsw58\Desktop\itda-ocr\data\002281.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002281.jpg""]",incoming_432,incoming_432:316,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:316"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 316, ""image_id"": ""2281"", ""raw"": {""image_id"": ""2281"", ""year"": ""2022"", ""month"": ""7"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""07"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,7,NONE,2022-07-NONE,,,,2022,07,NONE,2022-07-NONE,2022,07,NONE,2022-07-NONE,,,,,partial_none,pending,false,,,,false
2310,C:\Users\jsw58\Desktop\itda-ocr\data\002310.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002310.jpg""]",incoming_432,incoming_432:321,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:321"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 321, ""image_id"": ""2310"", ""raw"": {""image_id"": ""2310"", ""year"": ""NONE"", ""month"": ""3"", ""day"": ""13"", ""final_date"": ""NONE-03-13""}, ""canonical"": {""year"": ""NONE"", ""month"": ""03"", ""day"": ""13"", ""final_date"": ""NONE-03-13""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",NONE,3,13,NONE-03-13,,,,NONE,03,13,NONE-03-13,NONE,03,13,NONE-03-13,,,,,partial_none,pending,false,,,,false
2345,C:\Users\jsw58\Desktop\itda-ocr\data\002345.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002345.jpg""]",incoming_432,incoming_432:325,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:325"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 325, ""image_id"": ""2345"", ""raw"": {""image_id"": ""2345"", ""year"": ""NONE"", ""month"": ""2"", ""day"": ""12"", ""final_date"": ""NONE-02-12""}, ""canonical"": {""year"": ""NONE"", ""month"": ""02"", ""day"": ""12"", ""final_date"": ""NONE-02-12""}, ""review_reason"": [""ambiguous_date_order"", ""partial_none""], ""details"": [""Unknown year; swapping month/day gives another valid date (candidate only)""], ""format_changes"": [""month""]}]",NONE,2,12,NONE-02-12,,,,NONE,02,12,NONE-02-12,NONE,02,12,NONE-02-12,,,,,ambiguous_date_order;partial_none,pending,false,,,,false
2410,C:\Users\jsw58\Desktop\itda-ocr\data\002410.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002410.jpg""]",incoming_432,incoming_432:332,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:332"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 332, ""image_id"": ""2410"", ""raw"": {""image_id"": ""2410"", ""year"": ""2022"", ""month"": ""4"", ""day"": ""NONE"", ""final_date"": ""2022-04-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""04"", ""day"": ""NONE"", ""final_date"": ""2022-04-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,4,NONE,2022-04-NONE,,,,2022,04,NONE,2022-04-NONE,2022,04,NONE,2022-04-NONE,,,,,partial_none,pending,false,,,,false
2455,C:\Users\jsw58\Desktop\itda-ocr\data\002455.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002455.jpg""]",incoming_432,incoming_432:340,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:340"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 340, ""image_id"": ""2455"", ""raw"": {""image_id"": ""2455"", ""year"": ""2023"", ""month"": ""2"", ""day"": ""NONE"", ""final_date"": ""2023-02-NONE""}, ""canonical"": {""year"": ""2023"", ""month"": ""02"", ""day"": ""NONE"", ""final_date"": ""2023-02-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2023,2,NONE,2023-02-NONE,,,,2023,02,NONE,2023-02-NONE,2023,02,NONE,2023-02-NONE,,,,,partial_none,pending,false,,,,false
2458,C:\Users\jsw58\Desktop\itda-ocr\data\002458.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002458.jpg""]",incoming_432,incoming_432:341,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:341"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 341, ""image_id"": ""2458"", ""raw"": {""image_id"": ""2458"", ""year"": ""2022"", ""month"": ""4"", ""day"": ""NONE"", ""final_date"": ""2022-04-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""04"", ""day"": ""NONE"", ""final_date"": ""2022-04-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,4,NONE,2022-04-NONE,,,,2022,04,NONE,2022-04-NONE,2022,04,NONE,2022-04-NONE,,,,,partial_none,pending,false,,,,false
2464,C:\Users\jsw58\Desktop\itda-ocr\data\002464.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002464.jpg""]",incoming_432,incoming_432:343,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:343"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 343, ""image_id"": ""2464"", ""raw"": {""image_id"": ""2464"", ""year"": ""2022"", ""month"": ""5"", ""day"": ""NONE"", ""final_date"": ""2022-05-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""05"", ""day"": ""NONE"", ""final_date"": ""2022-05-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,5,NONE,2022-05-NONE,,,,2022,05,NONE,2022-05-NONE,2022,05,NONE,2022-05-NONE,,,,,partial_none,pending,false,,,,false
2480,C:\Users\jsw58\Desktop\itda-ocr\data\002480.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002480.jpg""]",existing_300,existing_300:107,1,"[{""source_record_id"": ""existing_300:107"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 107, ""image_id"": ""2480"", ""raw"": {""file_name"": ""002480.jpg"", ""image_id"": ""2480"", ""year"": ""2022"", ""month"": ""07"", ""day"": ""NONE"", ""final_date"": ""2022-07-none"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""07"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""final_date""]}]",2022,07,NONE,2022-07-none,002480.jpg,,,2022,07,NONE,2022-07-NONE,[],[],[],[],[],[],[],[],[],[],[],[],2022,07,NONE,2022-07-NONE,,,,,partial_none,pending,false,,,,false
2521,C:\Users\jsw58\Desktop\itda-ocr\data\002521.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002521.jpg""]",existing_300;incoming_432,existing_300:265;incoming_432:353,2,"[{""source_record_id"": ""existing_300:265"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 265, ""image_id"": ""2521"", ""raw"": {""file_name"": ""002521.jpg"", ""image_id"": ""2521"", ""year"": ""2023"", ""month"": ""10"", ""day"": ""02"", ""final_date"": ""2023-10-02"", ""notes"": ""거꾸로"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2023"", ""month"": ""10"", ""day"": ""02"", ""final_date"": ""2023-10-02""}, ""review_reason"": [""ocr_visual_review""], ""details"": [""Previously visually inspected; no confirmed decision supplied; retain pending""], ""format_changes"": []}]",2023,10,02,2023-10-02,002521.jpg,거꾸로,,2023,10,02,2023-10-02,"[{""source_record_id"": ""incoming_432:353"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 353, ""image_id"": ""2521"", ""raw"": {""image_id"": ""2521"", ""year"": ""2023"", ""month"": ""10"", ""day"": ""1"", ""final_date"": ""2023-10-01""}, ""canonical"": {""year"": ""2023"", ""month"": ""10"", ""day"": ""01"", ""final_date"": ""2023-10-01""}, ""review_reason"": [""ocr_visual_review""], ""details"": [""Previously visually inspected; no confirmed decision supplied; retain pending""], ""format_changes"": [""day""]}]",2023,10,1,2023-10-01,,,,2023,10,01,2023-10-01,,,,,,,,,label_conflict;ocr_visual_review,pending,true,이미지에서 02/10/2023 확인. 날짜순서에 대한 추가 근거가 필요함. 기존 라벨과 신규 라벨 중 하나를 임의로 선택하지 말 것.,user,2026-09-23 사용자 제공 기존 이미지 판독 결과 기록. 이미지에서 02/10/2023 확인. 날짜순서에 대한 추가 근거가 필요함. 기존 라벨과 신규 라벨 중 하나를 임의로 선택하지 말 것. 최종 정답 미확정; pending 유지.,false
2586,C:\Users\jsw58\Desktop\itda-ocr\data\002586.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002586.jpg""]",existing_300;incoming_432,existing_300:267;incoming_432:368,2,"[{""source_record_id"": ""existing_300:267"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 267, ""image_id"": ""2586"", ""raw"": {""file_name"": ""002586.jpg"", ""image_id"": ""2586"", ""year"": ""2022"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2022-12-NONE"", ""notes"": ""일 없음. 12/22 이런 식으로 적힘"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2022-12-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2022,12,NONE,2022-12-NONE,002586.jpg,일 없음. 12/22 이런 식으로 적힘,,2022,12,NONE,2022-12-NONE,"[{""source_record_id"": ""incoming_432:368"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 368, ""image_id"": ""2586"", ""raw"": {""image_id"": ""2586"", ""year"": ""2022"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2022-12-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2022-12-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2022,12,NONE,2022-12-NONE,,,,2022,12,NONE,2022-12-NONE,2022,12,NONE,2022-12-NONE,,,,,partial_none,pending,false,,,,false
2613,C:\Users\jsw58\Desktop\itda-ocr\data\002613.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002613.jpg""]",incoming_432,incoming_432:375,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:375"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 375, ""image_id"": ""2613"", ""raw"": {""image_id"": ""2613"", ""year"": ""2023"", ""month"": ""4"", ""day"": ""NONE"", ""final_date"": ""2023-04-NONE""}, ""canonical"": {""year"": ""2023"", ""month"": ""04"", ""day"": ""NONE"", ""final_date"": ""2023-04-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2023,4,NONE,2023-04-NONE,,,,2023,04,NONE,2023-04-NONE,2023,04,NONE,2023-04-NONE,,,,,partial_none,pending,false,,,,false
2657,C:\Users\jsw58\Desktop\itda-ocr\data\002657.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002657.jpg""]",incoming_432,incoming_432:380,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:380"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 380, ""image_id"": ""2657"", ""raw"": {""image_id"": ""2657"", ""year"": ""2001"", ""month"": ""7"", ""day"": ""1"", ""final_date"": ""2001-07-01""}, ""canonical"": {""year"": ""2001"", ""month"": ""07"", ""day"": ""01"", ""final_date"": ""2001-07-01""}, ""review_reason"": [""unusual_year""], ""details"": [], ""format_changes"": [""month"", ""day""]}]",2001,7,1,2001-07-01,,,,2001,07,01,2001-07-01,2001,07,01,2001-07-01,,,,,unusual_year,pending,false,,,,false
