image_id,image_path,image_paths_json,sources,source_record_ids,source_record_count,existing_300_records_json,existing_300_raw_year,existing_300_raw_month,existing_300_raw_day,existing_300_raw_final_date,existing_300_raw_file_name,existing_300_raw_notes,existing_300_raw_Unnamed: 7,existing_300_canonical_year,existing_300_canonical_month,existing_300_canonical_day,existing_300_canonical_final_date,incoming_432_records_json,incoming_432_raw_year,incoming_432_raw_month,incoming_432_raw_day,incoming_432_raw_final_date,incoming_432_raw_file_name,incoming_432_raw_notes,incoming_432_raw_Unnamed: 7,incoming_432_canonical_year,incoming_432_canonical_month,incoming_432_canonical_day,incoming_432_canonical_final_date,candidate_year,candidate_month,candidate_day,candidate_final_date,year,month,day,final_date,review_reason,review_status,previously_visually_reviewed,prior_review_decision,reviewer,review_note,master_eligible
910,C:\Users\jsw58\Desktop\itda-ocr\data\000910.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000910.jpg""]",incoming_432,incoming_432:124,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:124"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 124, ""image_id"": ""910"", ""raw"": {""image_id"": ""910"", ""year"": ""2021"", ""month"": ""9"", ""day"": ""20"", ""final_date"": ""2021-09-20""}, ""canonical"": {""year"": ""2021"", ""month"": ""09"", ""day"": ""20"", ""final_date"": ""2021-09-20""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,9,20,2021-09-20,,,,2021,09,20,2021-09-20,2021,09,20,2021-09-20,,,,,,ready_for_review,false,,,,false
912,C:\Users\jsw58\Desktop\itda-ocr\data\000912.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000912.jpg""]",existing_300,existing_300:43,1,"[{""source_record_id"": ""existing_300:43"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 43, ""image_id"": ""912"", ""raw"": {""file_name"": ""000912.jpg"", ""image_id"": ""912"", ""year"": ""2022"", ""month"": ""05"", ""day"": ""05"", ""final_date"": ""2022-05-05"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""05"", ""day"": ""05"", ""final_date"": ""2022-05-05""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,05,05,2022-05-05,000912.jpg,,,2022,05,05,2022-05-05,[],[],[],[],[],[],[],[],[],[],[],[],2022,05,05,2022-05-05,,,,,,ready_for_review,false,,,,false
913,C:\Users\jsw58\Desktop\itda-ocr\data\000913.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000913.jpg""]",incoming_432,incoming_432:125,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:125"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 125, ""image_id"": ""913"", ""raw"": {""image_id"": ""913"", ""year"": ""2021"", ""month"": ""10"", ""day"": ""19"", ""final_date"": ""2021-10-19""}, ""canonical"": {""year"": ""2021"", ""month"": ""10"", ""day"": ""19"", ""final_date"": ""2021-10-19""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,10,19,2021-10-19,,,,2021,10,19,2021-10-19,2021,10,19,2021-10-19,,,,,,ready_for_review,false,,,,false
916,C:\Users\jsw58\Desktop\itda-ocr\data\000916.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000916.jpg""]",incoming_432,incoming_432:126,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:126"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 126, ""image_id"": ""916"", ""raw"": {""image_id"": ""916"", ""year"": ""2022"", ""month"": ""6"", ""day"": ""6"", ""final_date"": ""2022-06-06""}, ""canonical"": {""year"": ""2022"", ""month"": ""06"", ""day"": ""06"", ""final_date"": ""2022-06-06""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month"", ""day""]}]",2022,6,6,2022-06-06,,,,2022,06,06,2022-06-06,2022,06,06,2022-06-06,,,,,,ready_for_review,false,,,,false
919,C:\Users\jsw58\Desktop\itda-ocr\data\000919.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000919.jpg""]",incoming_432,incoming_432:127,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:127"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 127, ""image_id"": ""919"", ""raw"": {""image_id"": ""919"", ""year"": ""2022"", ""month"": ""3"", ""day"": ""11"", ""final_date"": ""2022-03-11""}, ""canonical"": {""year"": ""2022"", ""month"": ""03"", ""day"": ""11"", ""final_date"": ""2022-03-11""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2022,3,11,2022-03-11,,,,2022,03,11,2022-03-11,2022,03,11,2022-03-11,,,,,,ready_for_review,false,,,,false
920,C:\Users\jsw58\Desktop\itda-ocr\data\000920.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000920.jpg""]",incoming_432,incoming_432:128,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:128"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 128, ""image_id"": ""920"", ""raw"": {""image_id"": ""920"", ""year"": ""2022"", ""month"": ""3"", ""day"": ""11"", ""final_date"": ""2022-03-11""}, ""canonical"": {""year"": ""2022"", ""month"": ""03"", ""day"": ""11"", ""final_date"": ""2022-03-11""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2022,3,11,2022-03-11,,,,2022,03,11,2022-03-11,2022,03,11,2022-03-11,,,,,,ready_for_review,false,,,,false
922,C:\Users\jsw58\Desktop\itda-ocr\data\000922.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000922.jpg""]",existing_300,existing_300:44,1,"[{""source_record_id"": ""existing_300:44"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 44, ""image_id"": ""922"", ""raw"": {""file_name"": ""000922.jpg"", ""image_id"": ""922"", ""year"": ""2022"", ""month"": ""02"", ""day"": ""26"", ""final_date"": ""2022-02-26"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""02"", ""day"": ""26"", ""final_date"": ""2022-02-26""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,02,26,2022-02-26,000922.jpg,,,2022,02,26,2022-02-26,[],[],[],[],[],[],[],[],[],[],[],[],2022,02,26,2022-02-26,,,,,,ready_for_review,false,,,,false
933,C:\Users\jsw58\Desktop\itda-ocr\data\000933.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000933.jpg""]",incoming_432,incoming_432:129,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:129"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 129, ""image_id"": ""933"", ""raw"": {""image_id"": ""933"", ""year"": ""2021"", ""month"": ""5"", ""day"": ""26"", ""final_date"": ""2021-05-26""}, ""canonical"": {""year"": ""2021"", ""month"": ""05"", ""day"": ""26"", ""final_date"": ""2021-05-26""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,5,26,2021-05-26,,,,2021,05,26,2021-05-26,2021,05,26,2021-05-26,,,,,,ready_for_review,false,,,,false
949,C:\Users\jsw58\Desktop\itda-ocr\data\000949.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000949.jpg""]",incoming_432,incoming_432:130,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:130"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 130, ""image_id"": ""949"", ""raw"": {""image_id"": ""949"", ""year"": ""2021"", ""month"": ""10"", ""day"": ""24"", ""final_date"": ""2021-10-24""}, ""canonical"": {""year"": ""2021"", ""month"": ""10"", ""day"": ""24"", ""final_date"": ""2021-10-24""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,10,24,2021-10-24,,,,2021,10,24,2021-10-24,2021,10,24,2021-10-24,,,,,,ready_for_review,false,,,,false
953,C:\Users\jsw58\Desktop\itda-ocr\data\000953.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000953.jpg""]",incoming_432,incoming_432:131,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:131"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 131, ""image_id"": ""953"", ""raw"": {""image_id"": ""953"", ""year"": ""2021"", ""month"": ""2"", ""day"": ""5"", ""final_date"": ""2021-02-05""}, ""canonical"": {""year"": ""2021"", ""month"": ""02"", ""day"": ""05"", ""final_date"": ""2021-02-05""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month"", ""day""]}]",2021,2,5,2021-02-05,,,,2021,02,05,2021-02-05,2021,02,05,2021-02-05,,,,,,ready_for_review,false,,,,false
954,C:\Users\jsw58\Desktop\itda-ocr\data\000954.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000954.jpg""]",existing_300,existing_300:193,1,"[{""source_record_id"": ""existing_300:193"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 193, ""image_id"": ""954"", ""raw"": {""file_name"": ""000954.jpg"", ""image_id"": ""954"", ""year"": ""2021"", ""month"": ""02"", ""day"": ""05"", ""final_date"": ""2021-02-05"", ""notes"": ""숫자 두 개 있고, 뒤에 B, 그리고 날짜가 약간 내려가서 까지 옆에 소비기한이 아닌 제조기한이 있음"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""02"", ""day"": ""05"", ""final_date"": ""2021-02-05""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,02,05,2021-02-05,000954.jpg,"숫자 두 개 있고, 뒤에 B, 그리고 날짜가 약간 내려가서 까지 옆에 소비기한이 아닌 제조기한이 있음",,2021,02,05,2021-02-05,[],[],[],[],[],[],[],[],[],[],[],[],2021,02,05,2021-02-05,,,,,,ready_for_review,false,,,,false
955,C:\Users\jsw58\Desktop\itda-ocr\data\000955.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000955.jpg""]",incoming_432,incoming_432:132,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:132"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 132, ""image_id"": ""955"", ""raw"": {""image_id"": ""955"", ""year"": ""2022"", ""month"": ""1"", ""day"": ""25"", ""final_date"": ""2022-01-25""}, ""canonical"": {""year"": ""2022"", ""month"": ""01"", ""day"": ""25"", ""final_date"": ""2022-01-25""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2022,1,25,2022-01-25,,,,2022,01,25,2022-01-25,2022,01,25,2022-01-25,,,,,,ready_for_review,false,,,,false
957,C:\Users\jsw58\Desktop\itda-ocr\data\000957.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000957.jpg""]",existing_300,existing_300:45,1,"[{""source_record_id"": ""existing_300:45"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 45, ""image_id"": ""957"", ""raw"": {""file_name"": ""000957.jpg"", ""image_id"": ""957"", ""year"": ""2021"", ""month"": ""02"", ""day"": ""22"", ""final_date"": ""2021-02-22"", ""notes"": ""21.01.29제조 21.02.22까지"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""02"", ""day"": ""22"", ""final_date"": ""2021-02-22""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,02,22,2021-02-22,000957.jpg,21.01.29제조 21.02.22까지,,2021,02,22,2021-02-22,[],[],[],[],[],[],[],[],[],[],[],[],2021,02,22,2021-02-22,,,,,,ready_for_review,false,,,,false
965,C:\Users\jsw58\Desktop\itda-ocr\data\000965.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000965.jpg""]",incoming_432,incoming_432:133,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:133"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 133, ""image_id"": ""965"", ""raw"": {""image_id"": ""965"", ""year"": ""2020"", ""month"": ""7"", ""day"": ""24"", ""final_date"": ""2020-07-24""}, ""canonical"": {""year"": ""2020"", ""month"": ""07"", ""day"": ""24"", ""final_date"": ""2020-07-24""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2020,7,24,2020-07-24,,,,2020,07,24,2020-07-24,2020,07,24,2020-07-24,,,,,,ready_for_review,false,,,,false
967,C:\Users\jsw58\Desktop\itda-ocr\data\000967.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000967.jpg""]",existing_300,existing_300:46,1,"[{""source_record_id"": ""existing_300:46"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 46, ""image_id"": ""967"", ""raw"": {""file_name"": ""000967.jpg"", ""image_id"": ""967"", ""year"": ""2022"", ""month"": ""10"", ""day"": ""17"", ""final_date"": ""2022-10-17"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""10"", ""day"": ""17"", ""final_date"": ""2022-10-17""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,10,17,2022-10-17,000967.jpg,,,2022,10,17,2022-10-17,[],[],[],[],[],[],[],[],[],[],[],[],2022,10,17,2022-10-17,,,,,,ready_for_review,false,,,,false
977,C:\Users\jsw58\Desktop\itda-ocr\data\000977.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000977.jpg""]",incoming_432,incoming_432:134,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:134"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 134, ""image_id"": ""977"", ""raw"": {""image_id"": ""977"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""3"", ""final_date"": ""2021-11-03""}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""03"", ""final_date"": ""2021-11-03""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""day""]}]",2021,11,3,2021-11-03,,,,2021,11,03,2021-11-03,2021,11,03,2021-11-03,,,,,,ready_for_review,false,,,,false
978,C:\Users\jsw58\Desktop\itda-ocr\data\000978.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000978.jpg""]",existing_300,existing_300:194,1,"[{""source_record_id"": ""existing_300:194"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 194, ""image_id"": ""978"", ""raw"": {""file_name"": ""000978.jpg"", ""image_id"": ""978"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""03"", ""final_date"": ""2021-11-03"", ""notes"": ""거꾸로, 숫자 두개, 숫자 흐려져서 잘 안보임"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""03"", ""final_date"": ""2021-11-03""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,11,03,2021-11-03,000978.jpg,"거꾸로, 숫자 두개, 숫자 흐려져서 잘 안보임",,2021,11,03,2021-11-03,[],[],[],[],[],[],[],[],[],[],[],[],2021,11,03,2021-11-03,,,,,,ready_for_review,false,,,,false
983,C:\Users\jsw58\Desktop\itda-ocr\data\000983.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000983.jpg""]",incoming_432,incoming_432:135,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:135"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 135, ""image_id"": ""983"", ""raw"": {""image_id"": ""983"", ""year"": ""2021"", ""month"": ""8"", ""day"": ""20"", ""final_date"": ""2021-08-20""}, ""canonical"": {""year"": ""2021"", ""month"": ""08"", ""day"": ""20"", ""final_date"": ""2021-08-20""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,8,20,2021-08-20,,,,2021,08,20,2021-08-20,2021,08,20,2021-08-20,,,,,,ready_for_review,false,,,,false
994,C:\Users\jsw58\Desktop\itda-ocr\data\000994.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000994.jpg""]",incoming_432,incoming_432:136,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:136"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 136, ""image_id"": ""994"", ""raw"": {""image_id"": ""994"", ""year"": ""NONE"", ""month"": ""2"", ""day"": ""18"", ""final_date"": ""NONE-02-18""}, ""canonical"": {""year"": ""NONE"", ""month"": ""02"", ""day"": ""18"", ""final_date"": ""NONE-02-18""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",NONE,2,18,NONE-02-18,,,,NONE,02,18,NONE-02-18,NONE,02,18,NONE-02-18,,,,,partial_none,pending,false,,,,false
1000,C:\Users\jsw58\Desktop\itda-ocr\data\001000.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001000.jpg""]",incoming_432,incoming_432:137,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:137"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 137, ""image_id"": ""1000"", ""raw"": {""image_id"": ""1000"", ""year"": ""2021"", ""month"": ""9"", ""day"": ""7"", ""final_date"": ""2021-09-07""}, ""canonical"": {""year"": ""2021"", ""month"": ""09"", ""day"": ""07"", ""final_date"": ""2021-09-07""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month"", ""day""]}]",2021,9,7,2021-09-07,,,,2021,09,07,2021-09-07,2021,09,07,2021-09-07,,,,,,ready_for_review,false,,,,false
1009,C:\Users\jsw58\Desktop\itda-ocr\data\001009.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001009.jpg""]",incoming_432,incoming_432:138,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:138"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 138, ""image_id"": ""1009"", ""raw"": {""image_id"": ""1009"", ""year"": ""2022"", ""month"": ""11"", ""day"": ""24"", ""final_date"": ""2022-11-24""}, ""canonical"": {""year"": ""2022"", ""month"": ""11"", ""day"": ""24"", ""final_date"": ""2022-11-24""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,11,24,2022-11-24,,,,2022,11,24,2022-11-24,2022,11,24,2022-11-24,,,,,,ready_for_review,false,,,,false
1014,C:\Users\jsw58\Desktop\itda-ocr\data\001014.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001014.jpg""]",existing_300,existing_300:47,1,"[{""source_record_id"": ""existing_300:47"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 47, ""image_id"": ""1014"", ""raw"": {""file_name"": ""001014.jpg"", ""image_id"": ""1014"", ""year"": ""2022"", ""month"": ""01"", ""day"": ""11"", ""final_date"": ""2022-01-11"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""01"", ""day"": ""11"", ""final_date"": ""2022-01-11""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,01,11,2022-01-11,001014.jpg,,,2022,01,11,2022-01-11,[],[],[],[],[],[],[],[],[],[],[],[],2022,01,11,2022-01-11,,,,,,ready_for_review,false,,,,false
1016,C:\Users\jsw58\Desktop\itda-ocr\data\001016.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001016.jpg""]",incoming_432,incoming_432:139,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:139"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 139, ""image_id"": ""1016"", ""raw"": {""image_id"": ""1016"", ""year"": ""2021"", ""month"": ""2"", ""day"": ""21"", ""final_date"": ""2021-02-21""}, ""canonical"": {""year"": ""2021"", ""month"": ""02"", ""day"": ""21"", ""final_date"": ""2021-02-21""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,2,21,2021-02-21,,,,2021,02,21,2021-02-21,2021,02,21,2021-02-21,,,,,,ready_for_review,false,,,,false
1028,C:\Users\jsw58\Desktop\itda-ocr\data\001028.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001028.jpg""]",incoming_432,incoming_432:140,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:140"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 140, ""image_id"": ""1028"", ""raw"": {""image_id"": ""1028"", ""year"": ""2021"", ""month"": ""7"", ""day"": ""7"", ""final_date"": ""2021-07-07""}, ""canonical"": {""year"": ""2021"", ""month"": ""07"", ""day"": ""07"", ""final_date"": ""2021-07-07""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month"", ""day""]}]",2021,7,7,2021-07-07,,,,2021,07,07,2021-07-07,2021,07,07,2021-07-07,,,,,,ready_for_review,false,,,,false
1030,C:\Users\jsw58\Desktop\itda-ocr\data\001030.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001030.jpg""]",incoming_432,incoming_432:141,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:141"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 141, ""image_id"": ""1030"", ""raw"": {""image_id"": ""1030"", ""year"": ""2022"", ""month"": ""10"", ""day"": ""NONE"", ""final_date"": ""2022-10-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""10"", ""day"": ""NONE"", ""final_date"": ""2022-10-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2022,10,NONE,2022-10-NONE,,,,2022,10,NONE,2022-10-NONE,2022,10,NONE,2022-10-NONE,,,,,partial_none,pending,false,,,,false
1034,C:\Users\jsw58\Desktop\itda-ocr\data\001034.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001034.jpg""]",existing_300,existing_300:48,1,"[{""source_record_id"": ""existing_300:48"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 48, ""image_id"": ""1034"", ""raw"": {""file_name"": ""001034.jpg"", ""image_id"": ""1034"", ""year"": ""2021"", ""month"": ""06"", ""day"": ""28"", ""final_date"": ""2021-06-28"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""06"", ""day"": ""28"", ""final_date"": ""2021-06-28""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,06,28,2021-06-28,001034.jpg,,,2021,06,28,2021-06-28,[],[],[],[],[],[],[],[],[],[],[],[],2021,06,28,2021-06-28,,,,,,ready_for_review,false,,,,false
1035,C:\Users\jsw58\Desktop\itda-ocr\data\001035.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001035.jpg""]",incoming_432,incoming_432:142,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:142"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 142, ""image_id"": ""1035"", ""raw"": {""image_id"": ""1035"", ""year"": ""2021"", ""month"": ""7"", ""day"": ""10"", ""final_date"": ""2021-07-10""}, ""canonical"": {""year"": ""2021"", ""month"": ""07"", ""day"": ""10"", ""final_date"": ""2021-07-10""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,7,10,2021-07-10,,,,2021,07,10,2021-07-10,2021,07,10,2021-07-10,,,,,,ready_for_review,false,,,,false
1042,C:\Users\jsw58\Desktop\itda-ocr\data\001042.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001042.jpg""]",incoming_432,incoming_432:143,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:143"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 143, ""image_id"": ""1042"", ""raw"": {""image_id"": ""1042"", ""year"": ""2021"", ""month"": ""9"", ""day"": ""13"", ""final_date"": ""2021-09-13""}, ""canonical"": {""year"": ""2021"", ""month"": ""09"", ""day"": ""13"", ""final_date"": ""2021-09-13""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,9,13,2021-09-13,,,,2021,09,13,2021-09-13,2021,09,13,2021-09-13,,,,,,ready_for_review,false,,,,false
1055,C:\Users\jsw58\Desktop\itda-ocr\data\001055.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001055.jpg""]",existing_300,existing_300:195,1,"[{""source_record_id"": ""existing_300:195"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 195, ""image_id"": ""1055"", ""raw"": {""file_name"": ""001055.jpg"", ""image_id"": ""1055"", ""year"": ""2022"", ""month"": ""08"", ""day"": ""10"", ""final_date"": ""2022-08-10"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""08"", ""day"": ""10"", ""final_date"": ""2022-08-10""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,08,10,2022-08-10,001055.jpg,,,2022,08,10,2022-08-10,[],[],[],[],[],[],[],[],[],[],[],[],2022,08,10,2022-08-10,,,,,,ready_for_review,false,,,,false
