image_id,method,pred,truth,correct
2746,original_512,2022-01-08,2022-01-08,True
2747,original_512,2022-01-08,2022-01-08,True
2749,original_512,2020-12-NONE,2020-12-NONE,True
2752,original_512,2022-01-NONE,2022-01-NONE,True
2765,highres_1024,2021-03-16,2021-03-16,True
2766,original_no_candidate,NONE,2021-03-16,False
2767,original_512,2021-12-01,2021-12-01,True
2773,original_512,2024-05-NONE,2024-05-NONE,True
2790,original_512,2021-12-06,2021-12-06,True
2802,original_512,2021-09-29,2021-09-29,True
2814,original_no_candidate,NONE,2021-04-02,False
2823,original_512,2021-10-07,2021-10-07,True
2829,original_512,2022-01-02,2022-02-01,False
2831,highres_1024,2022-05-21,2022-05-21,True
2835,original_512,2021-06-NONE,2021-06-30,False
2846,original_512,2020-03-09,2020-03-09,True
2847,original_512,2021-12-NONE,2021-12-30,False
2857,original_512,2023-06-02,2023-06-02,True
2859,original_512,2022-06-15,2022-06-15,True
2860,original_512,2022-06-15,2022-06-15,True
2870,original_512,2021-02-25,2021-02-25,True
2877,original_512,2022-12-04,2022-12-04,True
2883,original_512,2023-12-08,2023-12-08,True
2887,original_512,2022-01-04,2022-01-04,True
2892,original_512,2021-03-31,2021-03-31,True
2899,clahe,2021-11-NONE,2021-11-09,False
2900,original_512,2022-08-03,2022-08-03,True
2917,original_512,2030-04-21,2021-04-30,False
2927,original_no_candidate,NONE,NONE-04-08,False
2928,original_no_candidate,NONE,NONE-04-08,False
2944,original_512,2020-06-23,2020-06-23,True
2956,original_512,2021-01-02,2021-01-02,True
2963,original_512,2020-11-06,2020-11-06,True
2981,original_512,2021-12-17,2021-12-17,True
2990,rotation_270,2021-03-20,2021-03-20,True
2994,original_512,2022-07-13,2022-07-13,True
2999,original_512,2021-10-07,2021-10-07,True
3004,original_512,2023-05-NONE,2023-05-NONE,True
3006,original_512,2022-05-26,2022-05-26,True
3010,original_512,2021-12-11,2021-12-11,True
3011,original_no_candidate,NONE,2021-12-11,False
3014,original_no_candidate,NONE,2021-06-12,False
3016,original_512,2022-07-NONE,2022-07-01,False
3017,original_512,2022-02-23,2022-02-23,True
3019,original_512,2021-11-13,2021-11-13,True
3020,original_512,2021-03-23,2021-03-23,True
3043,original_512,2020-07-13,2020-07-13,True
3060,original_512,2021-10-04,2021-10-04,True
3070,original_512,2020-08-09,2020-08-09,True
3078,original_512,2021-12-13,2021-12-13,True
3087,original_512,2021-06-30,2021-06-30,True
3090,original_512,2021-09-15,2021-09-15,True
3103,original_512,2022-03-29,2022-03-29,True
3110,original_512,2021-06-09,2021-06-09,True
3115,original_512,2021-09-25,2021-09-25,True
3125,original_512,2021-03-07,2021-03-07,True
3127,original_512,2021-02-16,2021-02-16,True
3129,original_512,2022-08-25,2022-08-25,True
3131,original_512,2022-03-30,2022-03-30,True
3132,original_512,2021-05-22,2021-05-22,True
3136,original_512,2022-11-09,2022-11-09,True
3138,original_512,2022-01-09,2022-01-09,True
3142,original_512,2021-12-11,2021-12-11,True
3147,original_512,2021-04-22,2021-04-22,True
3148,original_512,2022-01-14,2022-01-14,True
3158,original_512,2021-04-25,2021-04-25,True
3171,original_512,2021-11-11,2021-11-11,True
3174,original_512,2022-08-13,2022-08-13,True
3185,highres_1024,2021-06-28,2021-06-28,True
3186,original_512,2021-10-21,2021-10-21,True
3192,original_512,2021-11-19,2021-11-19,True
3194,original_512,2021-07-13,2021-07-13,True
3201,original_512,2022-09-21,2022-09-21,True
3203,original_no_candidate,NONE,2021-10-NONE,False
3206,original_512,2021-04-13,2021-04-13,True
3218,original_512,2021-03-16,2021-06-16,False
3222,original_512,2022-06-14,2022-06-14,True
3223,original_512,2022-06-14,2022-06-14,True
3224,original_512,2021-08-21,2021-08-21,True
3228,original_512,2022-04-26,2022-04-26,True
3238,original_512,2021-10-16,2021-10-16,True
3239,original_512,2021-11-06,2021-11-06,True
3245,original_512,2021-09-20,2021-09-20,True
3277,original_no_candidate,NONE,NONE-04-05,False
3280,original_512,2023-07-31,2023-07-31,True
3290,original_512,2022-12-22,2022-12-22,True
3310,original_512,2020-08-29,2020-08-29,True
3311,original_512,2019-03-NONE,2021-03-11,False
3312,clahe,2021-03-NONE,2021-03-11,False
3313,highres_1024,2021-07-05,2021-07-05,True
3321,highres_1024,2021-09-01,2021-09-01,True
3326,original_no_candidate,NONE,2024-06-05,False
3332,original_512,2021-04-29,2021-04-29,True
3338,original_no_candidate,NONE,2021-06-01,False
3340,clahe,2022-09-29,2022-09-29,True
3350,original_no_candidate,NONE,2025-12-10,False
3351,original_no_candidate,NONE,2025-12-10,False
