image_id,year,month,day,final_date,truth_source,label_sources
2428,2020,12,23,2020-12-23,candidate,existing_300;incoming_432
2436,2021,06,03,2021-06-03,candidate,existing_300
2437,2020,09,13,2020-09-13,candidate,incoming_432
2443,2021,11,11,2021-11-11,candidate,existing_300
2448,2021,02,04,2021-02-04,approved,incoming_432
2455,2023,02,NONE,2023-02-NONE,approved,incoming_432
2458,2022,04,NONE,2022-04-NONE,approved,incoming_432
2459,2021,11,30,2021-11-30,candidate,incoming_432
2464,2022,05,NONE,2022-05-NONE,approved,incoming_432
2466,2022,01,20,2022-01-20,candidate,existing_300;incoming_432
2469,2023,06,22,2023-06-22,candidate,incoming_432
2472,2021,03,18,2021-03-18,candidate,incoming_432
2480,2022,07,NONE,2022-07-NONE,approved,existing_300
2483,2021,05,05,2021-05-05,candidate,incoming_432
2492,2022,08,09,2022-08-09,candidate,existing_300
2498,2021,05,07,2021-05-07,candidate,incoming_432
2504,2022,01,06,2022-01-06,candidate,existing_300
2508,2021,11,09,2021-11-09,candidate,incoming_432
2510,2022,03,09,2022-03-09,candidate,existing_300
2515,2022,02,16,2022-02-16,candidate,incoming_432
2517,2022,07,20,2022-07-20,candidate,incoming_432
2519,2023,01,25,2023-01-25,candidate,incoming_432
2521,2023,10,02,2023-10-02,approved,existing_300;incoming_432
2522,2022,09,14,2022-09-14,candidate,existing_300
2523,2022,09,14,2022-09-14,candidate,incoming_432
2524,2023,01,15,2023-01-15,candidate,incoming_432
2525,2023,01,25,2023-01-25,candidate,incoming_432
2527,2023,02,15,2023-02-15,candidate,incoming_432
2529,2021,10,19,2021-10-19,candidate,existing_300
2536,2021,09,22,2021-09-22,candidate,incoming_432
2538,2021,08,05,2021-08-05,candidate,incoming_432
2541,2021,12,19,2021-12-19,candidate,incoming_432
2543,2021,10,17,2021-10-17,candidate,incoming_432
2552,2022,01,22,2022-01-22,candidate,incoming_432
2570,2021,05,07,2021-05-07,candidate,incoming_432
2572,2021,12,29,2021-12-29,candidate,incoming_432
2578,2024,01,14,2024-01-14,candidate,incoming_432
2581,2021,11,17,2021-11-17,candidate,incoming_432
2584,2023,11,04,2023-11-04,candidate,incoming_432
2586,2022,12,NONE,2022-12-NONE,approved,existing_300;incoming_432
2588,2023,10,15,2023-10-15,candidate,incoming_432
2589,2023,10,15,2023-10-15,candidate,incoming_432
2597,2022,10,22,2022-10-22,candidate,incoming_432
2604,2023,11,17,2023-11-17,candidate,incoming_432
2609,2022,01,17,2022-01-17,candidate,incoming_432
2610,2021,07,11,2021-07-11,candidate,incoming_432
2611,2021,12,01,2021-12-01,candidate,existing_300
2613,2023,04,NONE,2023-04-NONE,approved,incoming_432
2615,2022,12,21,2022-12-21,candidate,existing_300
2620,2022,03,31,2022-03-31,candidate,existing_300
2622,2023,12,21,2023-12-21,candidate,existing_300
2626,2021,06,22,2021-06-22,candidate,incoming_432
2628,2021,12,08,2021-12-08,candidate,existing_300
2634,2022,02,03,2022-02-03,candidate,existing_300
2639,2021,12,04,2021-12-04,candidate,incoming_432
2640,2021,12,04,2021-12-04,candidate,incoming_432
2642,2021,10,31,2021-10-31,candidate,existing_300
2649,2021,07,01,2021-07-01,candidate,incoming_432
2651,2021,08,18,2021-08-18,candidate,existing_300
2657,2021,07,01,2021-07-01,approved,incoming_432
2659,2022,06,11,2022-06-11,candidate,existing_300
2664,2021,08,18,2021-08-18,candidate,incoming_432
2665,2021,03,26,2021-03-26,candidate,incoming_432
2674,2021,04,25,2021-04-25,candidate,existing_300
2678,2021,08,04,2021-08-04,candidate,incoming_432
2683,2021,12,03,2021-12-03,candidate,incoming_432
2691,2021,03,10,2021-03-10,candidate,existing_300
2704,2022,10,29,2022-10-29,candidate,incoming_432
2706,2021,12,07,2021-12-07,candidate,incoming_432
2714,2021,10,22,2021-10-22,candidate,existing_300
2716,2021,12,15,2021-12-15,candidate,incoming_432
2726,2022,03,17,2022-03-17,candidate,existing_300
2728,2021,11,04,2021-11-04,candidate,existing_300
2731,2021,04,18,2021-04-18,candidate,incoming_432
2734,2022,02,04,2022-02-04,candidate,incoming_432
2738,2021,06,05,2021-06-05,candidate,incoming_432
2740,2021,12,18,2021-12-18,candidate,existing_300
2742,2021,08,13,2021-08-13,candidate,incoming_432
2744,2021,01,10,2021-01-10,candidate,incoming_432
2745,2024,04,06,2024-04-06,candidate,incoming_432
2746,2022,01,08,2022-01-08,candidate,incoming_432
2747,2022,01,08,2022-01-08,candidate,existing_300
2749,2020,12,NONE,2020-12-NONE,approved,incoming_432
2752,2022,01,NONE,2022-01-NONE,approved,existing_300
2765,2021,03,16,2021-03-16,candidate,existing_300
2766,2021,03,16,2021-03-16,candidate,incoming_432
2767,2021,12,01,2021-12-01,candidate,existing_300
2773,2024,05,NONE,2024-05-NONE,approved,incoming_432
2790,2021,12,06,2021-12-06,candidate,existing_300
2802,2021,09,29,2021-09-29,candidate,existing_300
2814,2021,04,02,2021-04-02,candidate,existing_300
2823,2021,10,07,2021-10-07,candidate,existing_300
2829,2022,02,01,2022-02-01,candidate,incoming_432
2831,2022,05,21,2022-05-21,candidate,existing_300
2835,2021,06,30,2021-06-30,candidate,existing_300
2846,2020,03,09,2020-03-09,candidate,existing_300
2847,2021,12,30,2021-12-30,candidate,existing_300
2857,2023,06,02,2023-06-02,candidate,existing_300
2859,2022,06,15,2022-06-15,candidate,existing_300
2860,2022,06,15,2022-06-15,candidate,existing_300
2870,2021,02,25,2021-02-25,candidate,existing_300
2877,2022,12,04,2022-12-04,candidate,existing_300
2883,2023,12,08,2023-12-08,candidate,incoming_432
2887,2022,01,04,2022-01-04,candidate,incoming_432
2892,2021,03,31,2021-03-31,candidate,existing_300
2899,2021,11,09,2021-11-09,candidate,existing_300
2900,2022,08,03,2022-08-03,candidate,existing_300
2917,2021,04,30,2021-04-30,approved,existing_300
2927,NONE,04,08,NONE-04-08,approved,existing_300
2928,NONE,04,08,NONE-04-08,approved,incoming_432
2944,2020,06,23,2020-06-23,candidate,existing_300
2956,2021,01,02,2021-01-02,candidate,incoming_432
2963,2020,11,06,2020-11-06,candidate,existing_300
2981,2021,12,17,2021-12-17,candidate,existing_300
2990,2021,03,20,2021-03-20,candidate,existing_300
2994,2022,07,13,2022-07-13,candidate,existing_300
2999,2021,10,07,2021-10-07,candidate,incoming_432
3004,2023,05,NONE,2023-05-NONE,approved,existing_300
3006,2022,05,26,2022-05-26,candidate,existing_300
3010,2021,12,11,2021-12-11,candidate,existing_300
3011,2021,12,11,2021-12-11,candidate,incoming_432
3014,2021,06,12,2021-06-12,candidate,existing_300
3016,2022,07,01,2022-07-01,candidate,incoming_432
3017,2022,02,23,2022-02-23,candidate,existing_300
3019,2021,11,13,2021-11-13,candidate,incoming_432
3020,2021,03,23,2021-03-23,candidate,existing_300
3043,2020,07,13,2020-07-13,candidate,existing_300
3060,2021,10,04,2021-10-04,candidate,incoming_432
3070,2020,08,09,2020-08-09,candidate,incoming_432
3078,2021,12,13,2021-12-13,candidate,existing_300
3087,2021,06,30,2021-06-30,candidate,existing_300
3090,2021,09,15,2021-09-15,candidate,existing_300
3103,2022,03,29,2022-03-29,candidate,incoming_432
3110,2021,06,09,2021-06-09,candidate,incoming_432
3115,2021,09,25,2021-09-25,candidate,incoming_432
3125,2021,03,07,2021-03-07,candidate,incoming_432
3127,2021,02,16,2021-02-16,candidate,incoming_432
3129,2022,08,25,2022-08-25,candidate,existing_300
3131,2022,03,30,2022-03-30,candidate,incoming_432
3132,2021,05,22,2021-05-22,candidate,existing_300
3136,2022,11,09,2022-11-09,candidate,existing_300
3138,2022,01,09,2022-01-09,candidate,incoming_432
3142,2021,12,11,2021-12-11,candidate,incoming_432
3147,2021,04,22,2021-04-22,candidate,incoming_432
3148,2022,01,14,2022-01-14,candidate,existing_300
3158,2021,04,25,2021-04-25,candidate,existing_300
3171,2021,11,11,2021-11-11,candidate,incoming_432
3174,2022,08,13,2022-08-13,candidate,incoming_432
3185,2021,06,28,2021-06-28,candidate,existing_300
3186,2021,10,21,2021-10-21,candidate,incoming_432
3192,2021,11,19,2021-11-19,candidate,incoming_432
3194,2021,07,13,2021-07-13,candidate,incoming_432
3201,2022,09,21,2022-09-21,candidate,existing_300;incoming_432
3203,2021,10,NONE,2021-10-NONE,approved,incoming_432
3206,2021,04,13,2021-04-13,candidate,existing_300
3218,2021,06,16,2021-06-16,candidate,existing_300
3222,2022,06,14,2022-06-14,candidate,existing_300
3223,2022,06,14,2022-06-14,approved,incoming_432
3224,2021,08,21,2021-08-21,candidate,incoming_432
3228,2022,04,26,2022-04-26,candidate,existing_300;incoming_432
3238,2021,10,16,2021-10-16,candidate,existing_300;incoming_432
3239,2021,11,06,2021-11-06,candidate,incoming_432
3245,2021,09,20,2021-09-20,candidate,incoming_432
3277,NONE,04,05,NONE-04-05,approved,existing_300
3280,2023,07,31,2023-07-31,candidate,existing_300
3290,2022,12,22,2022-12-22,candidate,existing_300
3310,2020,08,29,2020-08-29,candidate,existing_300
3311,2021,03,11,2021-03-11,candidate,existing_300
3312,2021,03,11,2021-03-11,candidate,existing_300
3313,2021,07,05,2021-07-05,candidate,existing_300
3321,2021,09,01,2021-09-01,candidate,incoming_432
3326,2024,06,05,2024-06-05,candidate,existing_300
3332,2021,04,29,2021-04-29,candidate,incoming_432
3338,2021,06,01,2021-06-01,candidate,existing_300
3340,2022,09,29,2022-09-29,candidate,existing_300
3350,2025,12,10,2025-12-10,candidate,existing_300
3351,2025,12,10,2025-12-10,candidate,incoming_432
